throughput_KLONGTEI,throughput_KASEMRAT,throughput_NARANONG,throughput_SUNLAKAKHON,throughput_RAMA4, throughput_ATTHAKAVI_RAMA4,throughput,mean_speed,jamlength_percent,Backlog
0,0,0,0,0,0,0,8.566167694248364,0.0,11
0,0,0,0,0,0,0,9.744249673541255,0.0,29
0,0,0,0,0,0,0,9.115979635077261,0.036308106150004314,54
0,0,0,0,0,0,0,9.45625843145906,0.07464246215551719,79
0,0,2,0,0,1,3,9.484667608412451,0.11755870054471994,101
1,1,1,0,0,0,3,9.415501918052774,0.16725700949853947,128
2,3,1,0,0,0,6,9.628168001316487,0.2106902738588382,152
0,8,1,10,2,1,22,10.030367599040433,0.1616501881814185,177
2,7,3,4,0,1,17,9.793498842212408,0.20865230043994026,209
5,5,1,3,3,1,18,9.509639620746649,0.35139002399955366,235
4,4,2,5,4,1,20,9.133353778299712,0.4809693718928902,276
3,2,0,5,5,5,20,8.618992047935622,0.716721495482505,295
2,15,1,4,4,0,26,8.178442190672364,0.8923206769498618,324
18,1,2,6,2,3,32,7.777766039645497,1.143953836876145,339
7,3,0,3,8,5,26,7.0260127854834185,1.5614969934962133,363
6,6,0,0,6,4,22,6.3224069039623965,1.9659789631311602,384
5,11,7,1,8,4,36,6.3039538926429595,2.222959830880467,399
4,5,1,1,7,3,21,5.786184960870204,2.6630847025314526,426
11,5,1,1,2,8,28,5.253170048078801,3.0036810504596874,445
9,10,1,18,11,2,51,5.2197072333703325,3.02645799508352,460
9,4,3,0,5,1,22,5.367341519576045,3.2686806024799107,502
6,7,13,2,6,1,35,5.198184613642715,3.57659742323013,524
9,3,11,2,9,3,37,4.961200925914028,3.8558674060447866,537
12,8,10,2,9,4,45,4.72199069424496,4.29501279934433,562
5,6,10,13,7,8,49,4.769723646033537,4.4725142550360575,582
6,9,13,13,3,3,47,5.094880558022572,4.173069381922123,608
5,7,6,13,4,5,40,5.185801389617397,4.461410330617757,625
4,6,8,10,23,3,54,5.252122634272297,4.152712090418753,633
14,4,7,4,26,3,58,5.5739732770959804,4.03582742052057,655
14,18,8,4,22,5,71,5.6670480245237025,4.0498192689449475,676
10,8,6,2,14,6,46,5.124313999691516,4.7135183963865375,696
10,3,18,3,22,10,66,5.193556067793277,4.71229977193777,717
9,7,10,3,9,15,53,4.789746292133789,5.114403963968844,743
11,7,10,3,4,14,49,4.291696740848412,5.722610444958439,756
10,7,10,1,9,12,49,4.111439808428205,6.297695990426771,771
28,6,7,4,11,16,72,4.127102207621809,6.525481555654399,783
15,11,7,4,9,13,59,3.669972050180691,7.000533247315677,779
10,8,10,17,6,12,63,3.7027076389136737,7.136266382067893,788
5,8,10,22,1,10,56,3.74634076072164,7.552912512888321,813
3,5,0,11,10,6,35,3.486967191858482,7.76531783166638,832
7,8,2,0,3,6,26,3.3561984171433323,8.031033222081483,853
13,9,11,13,5,4,55,3.4052447432728417,8.019297043467754,871
9,7,8,11,6,5,46,3.109646660819982,8.590314446913178,892
14,1,5,6,15,1,42,2.7739208310857477,9.516226182999961,904
5,0,1,0,7,0,13,2.546890570060514,10.431212903588593,939
3,3,10,3,3,5,27,2.4786797044541626,10.499022708436575,956
2,23,10,4,0,3,42,2.632554372619841,10.014846979297019,963
1,21,10,2,2,0,36,2.6968741567755665,9.980453225605272,975
1,20,11,1,8,5,46,2.800720698936974,10.018257706751259,984
0,17,10,1,9,6,43,2.6452157747848917,10.279877694926558,994
2,12,11,17,9,8,59,2.7245811801896935,9.899760772389351,985
3,10,10,22,7,11,63,2.8950663116777635,9.782142558376266,981
1,10,12,22,3,10,58,2.7980030674656398,9.921437569877321,983
10,11,11,2,21,10,65,3.0536230767915877,9.321597368770059,997
12,14,9,6,26,9,76,3.1544565911746907,9.21240418243171,1002
18,12,11,5,21,9,76,3.201706699893426,9.467244537133558,1021
16,13,11,6,19,9,74,3.2577312816485007,9.399694663769942,1044
14,16,18,3,12,9,72,3.2470674216496542,9.345209638812172,1054
15,15,14,6,11,10,71,3.275130534365306,9.602033043561617,1071
16,21,11,8,28,10,94,3.538921191594185,9.377328615240605,1078
12,20,12,4,12,9,69,3.303226858065854,9.871190151788227,1088
13,19,9,1,9,8,59,3.1186010640059947,10.547862569968565,1122
11,17,10,2,7,12,59,2.794240385255042,11.594140085435962,1131
26,21,5,15,11,8,86,2.786533647720241,11.528026185833296,1151
17,16,2,14,10,5,64,2.875290561347928,11.732622284937706,1159
10,10,8,13,14,4,59,2.9404582530922845,11.477444960722949,1172
12,20,11,12,15,6,76,2.9856619370090915,11.428576950710116,1169
11,20,5,11,11,2,60,2.9118069311827797,11.751340249639414,1173
13,26,4,14,10,6,73,3.112300860280706,11.980407277603573,1203
6,18,10,7,9,1,51,2.8908255705088273,12.42703085407311,1230
18,9,11,4,6,3,51,2.5789676325943045,13.02307791969369,1232
8,8,13,2,6,3,40,2.417802749923101,13.337187562255682,1245
6,5,10,3,8,3,35,2.0902314487548397,14.076881623838096,1258
7,5,5,16,6,5,44,2.0844502241310936,14.031394212886186,1283
3,7,7,19,5,5,46,2.151410582691674,14.142729911080758,1295
4,4,5,17,6,4,40,2.3157400582502614,14.331387825817629,1316
8,7,5,9,12,3,44,2.23555709816726,14.611981687887216,1327
5,4,5,4,12,6,36,2.296779281081401,14.53712246105843,1329
5,3,6,3,11,2,30,1.9372735012477034,15.096559453651574,1337
1,5,10,1,7,4,28,1.841988017710207,15.640168616719748,1362
6,5,6,13,8,8,46,1.8442204898721732,15.650505129644685,1371
4,5,6,18,5,4,42,1.6938696861199647,16.014540510026915,1368
6,5,5,13,22,4,55,1.6733966554128392,15.810511581010774,1360
5,8,1,3,21,3,41,1.6885351016347592,16.375782949105968,1375
9,12,4,17,17,16,75,1.8255867588665013,15.900863337808635,1380
10,22,6,20,9,11,78,2.136585243271562,14.839053221474328,1379
8,26,11,21,29,10,105,2.5313181765998123,13.867244060736699,1364
13,12,10,20,26,6,87,2.4294126146165964,13.944510427081603,1370
14,15,7,5,8,7,56,2.2829959444988517,14.194588764963108,1381
8,15,7,2,12,10,54,2.265799928072378,13.758257933634415,1391
29,9,12,2,9,12,73,2.443368461934715,13.475369276884127,1390
33,19,11,2,6,10,81,2.342002504980637,13.320015391552289,1360
13,10,12,12,9,13,69,2.336186348054023,13.995023451186613,1361
8,12,7,15,11,12,65,2.429049584287682,14.02341594203571,1372
9,23,6,16,17,2,73,2.657451464061313,13.487816266897985,1390
15,21,7,16,16,8,83,2.655720097497096,13.801205444492092,1392
9,20,9,14,14,9,75,2.50430644842943,14.473173527925892,1420
3,17,11,14,7,18,70,2.4189007043197255,14.890035624533581,1438
18,8,12,10,15,6,69,2.0795327622466924,15.829845456954477,1443
13,10,6,3,9,20,61,1.9221673673134587,16.619260453965154,1468
14,3,5,1,9,4,36,1.8234937628882675,16.804998847026905,1487
13,1,5,3,8,10,40,1.6785532211178025,17.501349878284127,1497
5,1,5,3,9,9,32,1.5710558328932194,18.23528990808943,1515
2,4,5,4,11,10,36,1.4486777898795122,18.931413584077,1525
2,0,12,0,8,9,31,1.3522279902249126,19.739120642675555,1549
6,0,8,11,6,5,36,1.4219943395588752,19.588128437789777,1571
2,5,6,15,11,4,43,1.5573394448833746,19.439922998833534,1592
4,5,7,9,8,6,39,1.6082026560991685,19.374832194904794,1618
5,18,10,2,7,2,44,1.649770506393151,19.22322227841204,1625
3,27,9,2,5,3,49,1.5234794018524198,19.793752845641187,1627
5,23,12,2,4,9,55,1.5884417066421155,19.86710506401126,1645
3,25,14,11,14,7,74,1.5007769297728573,20.215408921154882,1643
8,6,11,8,20,6,59,1.4659802284077301,20.616994804237237,1666
6,5,15,8,18,6,58,1.3658979663686994,21.156294014008957,1678
5,8,13,6,12,11,55,1.337734003991779,21.022174125054185,1696
7,7,4,16,7,15,56,1.4013683057461062,20.926023397847413,1709
8,11,3,21,7,14,64,1.5742542125462946,20.263112460772472,1717
11,10,11,22,7,16,77,1.7014140974902403,19.817194409359825,1707
15,2,10,21,6,12,66,1.952029916789032,18.51734086191564,1713
14,2,7,21,12,2,58,1.8097477717332924,18.98380694604375,1701
11,6,1,13,14,0,45,1.6571201102689461,19.820964168773436,1717
12,9,0,14,4,0,39,1.428141674188646,20.478126850753416,1718
11,20,0,6,3,6,46,1.414404639602092,20.56653205007164,1718
12,16,4,11,10,15,68,1.6877102376359718,20.093332411853623,1732
12,6,7,9,11,11,56,1.6691366877869511,19.94730945559711,1748
8,7,12,10,8,15,60,1.8850444076874548,19.741430392713497,1765
34,6,8,12,9,7,76,1.856292777707989,20.14245650494435,1780
18,5,5,7,17,4,56,1.8115068616091687,20.685217510816376,1782
3,14,6,6,13,2,44,1.8043528407390352,20.94184017149645,1785
3,13,5,0,15,1,37,1.715254234321749,21.29983678648625,1778
1,11,6,2,19,0,39,1.5881701985420575,21.942628976796588,1781
2,10,6,2,13,2,35,1.4657354284136905,22.502816058512558,1779
0,2,7,0,12,7,28,1.326278555508105,23.069144455163695,1802
2,2,5,1,22,6,38,1.2424028317881521,23.25949744713356,1815
4,5,6,1,14,14,44,1.290072648353151,23.210022999668507,1836
6,8,9,0,19,13,55,1.3853351658766322,22.460666950291,1850
7,4,7,11,15,7,51,1.3121319744158446,23.124624960055435,1875
8,13,13,13,12,1,60,1.3102679077088637,23.484904895306894,1896
9,20,9,10,4,0,52,1.4483597136081923,23.106101347855887,1893
2,19,9,4,6,1,41,1.523999498784268,23.228279361206752,1915
11,19,3,5,18,6,62,1.6974062846913336,21.81910926682714,1927
14,2,5,3,27,6,57,1.490851066849116,23.060318613462936,1943
15,3,5,1,17,11,52,1.3887068467789059,23.272266187032482,1960
15,2,5,16,15,8,61,1.2513912130344282,23.978919967703224,1964
11,3,5,16,8,14,57,1.2964196231335587,24.109974570636876,1977
13,2,5,7,4,5,36,1.2284601109492757,25.029051319587865,2009
14,1,5,8,5,16,49,1.16139143256248,25.125418507514933,2017
15,2,5,4,8,5,39,1.095096156463984,25.882093704972647,2016
15,13,12,17,8,8,73,1.163203535169593,24.57427690471979,2004
13,19,11,20,9,1,73,1.295195230318048,24.353212271866894,1998
9,16,12,21,9,8,75,1.313421696582658,24.833273799076878,1993
11,15,11,21,4,3,65,1.226634777368475,25.50799056183786,1986
13,2,11,13,9,10,58,1.0558427059139666,25.816620769170846,1983
0,0,12,10,5,2,29,0.939399141177189,26.80203082868365,1994
38,0,5,6,0,10,59,0.9604457423178212,26.712962951860913,1978
36,1,5,3,9,4,58,0.9727716471571946,26.66673336857604,1970
19,1,5,1,0,10,36,0.8851793978675893,26.966678840683517,1982
6,2,5,2,0,2,17,0.8680117470021291,27.28033645861936,2006
7,14,5,0,0,5,31,0.8034269554451576,27.850572323527842,2013
1,9,5,0,7,1,23,0.8535450057592082,28.235345860268936,2036
2,14,5,0,4,6,31,0.827248789747134,28.504354769520212,2047
5,13,15,0,7,0,40,0.8361591166995956,28.31162203768386,2046
9,2,15,0,5,11,42,0.9194056875553602,27.82221537810024,2057
8,1,16,0,6,1,32,0.9616155537398333,27.901288529573172,2081
3,1,16,0,3,10,33,0.8769839158437289,28.62198765929117,2099
2,3,8,4,4,0,21,0.8166762475874542,28.888329441871004,2123
3,0,5,3,4,3,18,0.8394183296516257,29.286735883941567,2142
0,10,6,0,6,0,22,0.7999570914815018,29.68112056147735,2165
7,5,5,2,8,3,30,0.787234070910854,29.490321884562373,2168
7,6,5,3,11,0,32,0.8014518200474683,29.801899034557206,2172
6,7,7,4,6,5,35,0.7634342940617803,29.84559066770531,2179
8,0,7,2,21,1,39,0.8538123713642631,29.773022497665668,2195
