throughput_KLONGTEI,throughput_KASEMRAT,throughput_NARANONG,throughput_SUNLAKAKHON,throughput_RAMA4, throughput_ATTHAKAVI_RAMA4,throughput,mean_speed,jamlength_percent,Backlog
0,0,0,0,0,0,0,7.8764396314290765,0.0,17
0,0,0,0,0,1,1,8.912429623297465,0.007551010726155326,35
0,1,0,1,0,0,2,10.079036809367432,0.01800482078810721,59
0,3,1,0,1,0,5,10.346978648693707,0.01800482078810721,85
1,1,1,0,1,0,4,9.679940966625702,0.06350808111747926,109
1,3,0,0,2,1,7,9.853808168592142,0.14574791735376993,138
3,4,1,1,0,0,9,9.418599359678089,0.21180092978137446,163
0,4,1,3,1,1,10,9.186131518124965,0.2945222353971312,179
0,3,0,3,0,4,10,8.705966454140306,0.4314770458019632,207
3,5,0,1,2,0,11,7.985403440994457,0.6417094524180167,234
5,5,0,3,4,3,20,7.691145238724593,0.8730956961826516,257
2,15,1,19,2,3,42,8.363938123380857,0.7027879365561969,275
8,10,0,5,1,5,29,8.087555852238397,0.97527026179295,317
3,8,0,2,1,2,16,7.828854562535444,1.2996872954684828,346
5,7,1,2,2,2,19,7.649268732106887,1.4854410774030633,386
4,5,12,3,3,5,32,7.308873111220143,1.7317532651524574,415
4,7,1,3,0,1,16,6.386063388684489,2.3115893441178397,447
7,13,2,1,2,7,32,5.922428964910705,2.773726168014984,466
3,7,1,2,0,1,14,5.514696083848805,3.3041311076641398,494
11,5,10,2,23,5,56,5.957428299373012,2.957298302914108,505
11,5,10,9,23,2,60,5.9061186035194755,2.968676722122755,518
8,5,9,6,7,5,40,5.817456136509124,3.257836525700856,539
8,5,9,1,5,4,32,5.216912559173962,3.8382684057413394,570
8,13,7,0,5,11,44,4.71931225907809,4.236884728496224,580
11,8,6,17,2,13,57,4.7201127637217155,4.23895286589566,587
8,12,9,21,9,12,71,4.604757489724567,4.180497426027624,567
12,8,7,15,2,10,54,4.324955368659268,4.525428323082328,558
13,7,7,1,8,8,44,4.342693312237466,4.621070515467045,576
6,6,9,3,25,7,56,4.459138800294165,4.46755272635063,596
26,9,10,1,24,8,78,4.4346331411833235,4.495474238323741,596
25,13,6,1,11,5,61,4.4456381808758145,4.588213052523008,601
9,10,15,3,6,11,54,4.21406616500805,4.717875823886944,608
4,9,12,3,6,8,42,4.0029003571471,5.2448114849268075,620
5,6,6,13,8,7,45,4.1088746008058346,5.333725458317193,633
8,10,14,12,12,4,60,4.306414957067854,4.802979335890167,639
5,2,8,15,9,8,47,4.585745574865448,4.576148937412671,661
6,18,4,12,10,4,54,4.422086891331861,4.852466063093682,675
4,9,6,11,5,6,41,4.356749434137221,5.423839101603115,699
2,9,7,6,7,6,37,4.211646024226276,5.925098017484639,723
18,9,13,3,13,6,62,4.162322641353812,6.134319480317976,726
6,6,6,1,8,6,33,3.869631491143163,6.825552244630417,773
5,7,1,5,9,6,33,3.412231707431541,7.437997878941364,792
3,12,2,4,8,6,35,3.159093346680053,8.10047870760887,811
7,14,10,3,7,7,48,3.2385745245895317,8.00300498935264,828
10,16,10,6,18,7,67,3.4495496519521027,7.624014978096315,850
8,22,10,17,23,8,88,3.936581758482352,7.0796234158962585,865
9,14,10,21,18,6,78,4.350006854394761,7.0977585895650295,894
12,23,11,15,8,9,78,4.413049976135253,7.052030933092037,908
8,20,10,4,7,9,58,4.172087235969741,7.353175173351752,916
9,11,10,1,24,17,72,4.000588628978332,7.657209639370764,935
7,18,8,10,28,12,83,3.6664812497229624,8.272365567190858,944
37,15,8,18,10,13,101,3.632248939390661,8.134296842248158,915
24,10,8,12,11,11,76,3.3687717316479193,8.476610977399268,913
8,8,8,6,12,9,51,3.2614804551858723,8.691995266565291,921
9,27,8,2,11,7,64,3.4106069062665614,8.153388116114321,921
7,23,5,16,11,9,71,3.527929789272728,7.94774117456404,908
5,23,7,21,5,7,68,3.597270810771201,7.843342731003221,905
9,17,13,22,4,9,74,3.4266587160851802,8.385959438793991,912
10,7,15,19,4,5,60,3.355608305645823,8.598794692084349,919
12,7,14,6,5,6,50,3.086773862216789,8.691979807218528,908
3,15,11,11,17,5,62,3.092562069708055,8.415898112844815,909
11,12,13,3,8,7,54,2.9404979010751613,9.128649240267805,913
9,13,11,11,10,8,62,2.9179452344471,9.149386483880441,938
3,5,12,11,12,6,49,3.200519267377761,9.224759633440321,953
1,7,8,16,11,8,51,3.291156897388303,9.354389019235738,976
9,4,9,14,22,6,64,3.383822715737526,9.194844955979672,986
14,8,3,16,26,6,73,3.396074299333894,9.431749712210209,1005
14,9,4,8,26,2,63,3.3494666109963602,9.609775635068681,1035
13,12,6,4,12,8,55,3.123427083777812,9.799017062331295,1056
12,23,5,4,10,9,63,3.231680542652021,9.720128429730812,1071
1,20,6,3,10,15,55,2.9367712382996327,10.538878297244052,1085
13,17,5,4,17,15,71,2.878474003781501,10.856616000317123,1116
9,9,5,4,31,10,68,2.7633158571159475,11.087746647306805,1114
32,6,6,3,19,13,79,2.6079791677541526,11.754552226998793,1122
32,6,5,4,11,12,70,2.197929722242869,12.20106235593774,1100
10,10,5,11,13,16,65,2.157729375427388,12.504435587943009,1098
10,8,13,15,14,11,71,2.172110535644987,12.34361462060458,1095
10,4,10,12,5,7,48,2.3398940865344193,12.363988219034235,1118
9,22,9,7,5,8,60,2.585152188340759,11.853304654861452,1127
9,20,5,2,6,7,49,2.627351860688321,11.730159195115641,1131
0,19,12,2,5,7,45,2.7345420038217823,11.46323731239449,1146
15,14,9,6,6,9,59,2.564994227014378,11.419034703873232,1153
5,12,12,0,7,8,44,2.458984604122032,11.653770198944212,1174
7,12,14,2,8,9,52,2.42605441148719,11.763950603372715,1196
5,6,16,4,11,8,50,2.083687205358199,12.822855873698868,1211
2,1,5,1,14,9,32,1.8095275399739468,13.823436616509849,1223
1,3,0,1,4,8,17,1.817222399889579,14.532474522978799,1260
3,19,1,3,0,10,36,1.8171364260030651,14.23874333605975,1266
8,21,10,13,22,8,82,2.224939182689328,13.291333348715801,1263
10,17,10,13,21,8,79,2.423535849621889,13.215316674257412,1262
1,20,5,12,14,9,61,2.594784100004283,13.018316362398384,1282
4,19,2,9,2,8,44,2.409402995292793,13.345168385350936,1290
11,13,5,5,21,5,60,2.305127281756257,13.322049861504395,1286
11,13,6,4,23,6,63,2.06227881037069,13.722744998114939,1291
10,13,5,1,11,7,47,2.030064574669668,14.47444644080252,1307
32,14,5,17,7,6,81,2.2925190417326196,13.39049481714963,1283
20,23,6,20,6,6,81,2.2823181522581386,13.007810575795755,1266
7,21,5,23,9,5,70,2.360993259216382,12.992913009101368,1237
7,19,5,20,4,5,60,2.442500686457485,12.741170573532385,1230
4,9,5,21,9,5,53,2.4149765254754167,12.568109081990434,1222
5,7,7,17,4,6,46,2.415071142403303,12.576770953720237,1233
