throuphput_KLONGTEI,throuphput_KASEMRAT,throuphput_NARANONG,throuphput_SUNLAKAKHON,throuphput_RAMA4,throuphput,mean_speed,jamlength_percent
0,0,3,6,0,9,0.05800659736691208,56.75374586856661
0,0,0,0,0,0,0.0491416708524929,56.63270353740947
0,11,1,5,8,25,0.12568700070514607,56.62275695454114
6,0,0,1,0,7,0.12801542003674052,56.69499229669605
3,3,0,5,0,11,0.10565086668003883,56.761555660391934
0,0,5,6,0,12,0.09180542043428491,56.756497634257755
0,0,1,2,0,3,0.10413117898827674,56.645959966985195
0,0,0,4,0,4,0.09889194781558631,56.61188945743268
0,0,5,7,6,24,0.13823831554497182,56.19157771754276
3,0,1,8,0,15,0.11929438036468797,56.023155973640996
1,0,0,1,0,3,0.10770854533861789,55.71640651477997
1,0,5,5,7,21,0.16385983385518624,54.98795055610255
3,10,7,2,1,23,0.358168497643753,53.129169233533986
2,0,12,1,7,22,0.3978339307377269,52.45208013938683
0,0,0,1,1,2,0.39534239342185795,53.57527710525281
4,0,3,0,4,11,0.3696610811138459,53.90098247539477
0,2,0,9,0,15,0.2919718604887906,55.122667097346195
4,2,0,8,7,26,0.27530745658140826,54.8416651591495
0,11,0,11,9,38,0.29388499632674164,54.70343541960413
1,15,0,8,11,40,0.34436179624864044,54.44827433525778
2,0,0,10,12,30,0.39298566590915895,53.67338993841055
1,10,5,9,1,32,0.3977556719130223,53.30516526135938
24,14,5,9,0,60,0.47526663734673585,52.27841177213889
0,17,5,8,1,37,0.4888711401857845,52.13668601416578
4,2,5,6,0,21,0.48432462417394745,51.74157590822114
1,1,7,9,1,19,0.47545567528995725,51.74399071541764
0,0,12,10,3,25,0.4374842350026619,51.85391278673994
0,11,5,5,4,28,0.4535626255797949,51.14793367248909
0,14,5,6,8,33,0.4658827294561135,51.6139774418127
8,3,6,13,5,35,0.4379732110975331,51.756405243267636
0,4,7,0,2,13,0.3314167061336443,53.08772425085213
2,1,7,12,3,25,0.30923116373632853,53.72966023098989
0,0,5,4,3,16,0.3297332370988254,54.03881558448994
0,4,10,6,1,21,0.2697179171358669,54.43664918453218
0,0,14,10,0,24,0.2389930648090004,54.778758432321254
0,0,7,1,0,11,0.2567182177887958,54.98343779448932
0,0,13,10,1,24,0.25359727748994576,54.435542012529964
0,0,0,11,0,11,0.253909013919338,54.39364091384594
0,0,6,2,0,10,0.19838883552561995,55.51729284256073
0,0,5,0,6,11,0.16991728612205975,55.15618146508994
0,0,5,0,11,19,0.17437513221447318,55.07311018117308
12,0,5,0,0,19,0.10583258147283002,55.82676423752264
0,0,5,0,1,6,0.0880429171677159,56.096011285848604
1,0,5,1,3,10,0.07251996455569015,56.411962459838925
1,0,5,0,0,6,0.07733530997725381,56.513741933256505
0,0,5,0,2,7,0.1089437937826148,55.95181116955511
1,0,5,0,9,15,0.11259081911289232,56.05872697926539
4,0,5,0,1,10,0.10746003812981764,56.02276412370346
1,0,5,0,5,11,0.11001135180426555,55.819057359502956
6,0,5,0,0,11,0.10017517384159275,56.37971421069348
2,0,4,0,1,7,0.11829025746618509,55.94408675841857
0,0,4,0,14,18,0.16529336748553677,55.67990524835832
1,0,2,0,12,15,0.1670940962694354,55.46769550712447
0,0,9,0,4,13,0.16847164394939315,55.49227213595331
0,0,5,0,4,9,0.15961351283934855,55.69851511680038
1,0,6,0,2,9,0.15887395102314347,55.82264323388227
0,0,4,2,5,11,0.15942822030217607,55.513881071621064
0,0,7,1,6,14,0.1341601869932251,55.49099411139145
1,13,7,1,3,25,0.17951569696559855,55.42679722409977
0,14,4,1,1,20,0.21274338663091608,55.10031739151232
1,13,4,0,1,19,0.24463443534364618,54.96457979743387
0,13,3,14,2,32,0.3309965333318811,54.06689542477735
5,13,2,4,3,27,0.3684270149927146,53.38527743928472
0,14,2,1,3,20,0.3804166865261487,53.363777450940766
0,16,3,12,6,37,0.39550363094827773,53.53411767008573
3,10,2,1,0,16,0.41841641886085834,53.551261577503794
0,11,5,1,0,17,0.4325662445649174,53.350644484020954
0,10,0,2,0,13,0.41118442995524485,53.97396024161733
0,14,1,3,0,18,0.43851485752356395,54.48165420005153
0,12,1,4,0,17,0.4067404716381302,54.67824933759347
0,11,0,3,1,15,0.39029707274054815,55.007200498046124
1,10,0,15,1,27,0.39320239474446234,55.2738192688027
0,6,0,17,11,34,0.435082174698116,55.459691117372735
4,6,0,14,4,28,0.4172338393127625,55.46414188999417
0,5,3,10,1,19,0.4044211562742307,55.74350012922481
1,6,5,9,3,24,0.3643825921938446,56.75780036456279
0,6,1,9,0,16,0.3266596822116681,57.19444872415596
0,7,2,17,5,31,0.35442326336946006,56.7232201815657
0,12,0,21,4,37,0.3240106023844577,57.4340488069897
5,0,15,10,1,31,0.32356625491441143,56.18345336178314
0,17,11,9,1,44,0.3216162296681011,56.60553651959981
1,21,6,16,1,53,0.3208658989618073,57.068201656550464
0,4,2,11,0,20,0.4000955335342668,56.948946072737876
0,17,1,3,1,22,0.29685085495628016,58.25013409407173
0,11,0,6,0,17,0.25995430874662484,58.784433345417135
0,17,0,5,0,26,0.28304196279652244,58.791658110010275
1,9,16,0,0,26,0.2516521278240524,58.88317707264121
0,15,0,17,0,41,0.2606492759126502,59.40622867311585
0,4,15,1,2,22,0.1801215737966473,60.77898300417676
2,13,6,0,0,35,0.23722490645727712,59.93816165051612
0,4,6,0,0,26,0.22763532915643145,60.49917764294409
0,19,0,0,0,25,0.22342763953208977,60.85131078877322
0,5,10,0,8,41,0.2826904755995552,59.91244037485213
5,16,11,0,0,32,0.2686590794846067,59.18037630604108
5,5,4,0,0,14,0.22985894235313536,60.62441061462955
3,9,1,0,5,20,0.21240157228109682,60.87876125172159
9,4,1,17,7,45,0.27140206071364803,60.87586246252727
10,7,10,20,1,58,0.3605351400922991,59.896410936947106
12,7,7,23,11,70,0.4213898746929003,58.698424963362804
9,3,1,20,2,54,0.4177104581616704,57.747330600769715
9,12,0,23,11,64,0.4767572271788958,56.813578930101315
9,12,2,5,3,40,0.4517854812969834,57.24718764275958
12,11,1,0,1,25,0.4518666539293583,56.98372127681169
5,6,2,0,0,19,0.40004667629094526,56.226399207855685
2,9,0,0,13,24,0.40514826475047916,54.15893387121537
3,6,2,0,1,22,0.5108761166958021,53.54981831284232
2,11,1,0,13,34,0.46220311985515433,53.76483153299968
2,8,0,0,14,33,0.5121128480462614,54.16002122754827
0,8,9,0,6,39,0.487677665910317,54.62444731051582
4,10,1,0,9,31,0.5209910252938188,54.90565076683716
1,9,6,0,10,48,0.5296830974437794,54.84052997177292
6,10,0,0,6,40,0.4584722021166062,55.11544240450731
3,11,8,0,2,39,0.43633193316972435,55.84778089402199
0,9,0,0,1,24,0.43711255061917137,55.82503911557426
1,9,5,0,11,39,0.4571683614278682,55.961445086420866
1,6,0,0,8,33,0.4354016157741744,56.467482458676436
9,10,7,0,5,47,0.4376390085788911,55.89512441592445
2,0,5,0,5,25,0.3930066499887681,56.835513064753215
0,14,0,0,5,22,0.3195305133948568,57.54250613136729
1,4,5,0,6,25,0.31822275578010595,57.433621468883
0,5,0,0,6,20,0.2730455829372834,58.30138259238218
0,1,9,0,5,34,0.26418096360485804,58.683942508463794
0,1,0,0,11,15,0.2258748923287564,58.88916902102385
0,1,8,0,13,23,0.22719495268446027,59.50512722721203
1,0,0,0,14,15,0.2028816744606692,59.611424826313
4,2,3,0,16,25,0.16853102776410978,60.01150505869773
6,1,3,0,7,17,0.17261821259094945,59.754065053249114
12,1,2,0,7,23,0.17420923275447012,59.82346151495081
2,1,1,0,8,12,0.12651652354937587,60.02083389789604
6,0,3,0,11,20,0.15803168352846964,59.80926213161055
6,0,2,0,5,13,0.1841872252217258,60.0658190536959
5,0,3,0,6,14,0.24941840694768982,59.43140861000256
3,1,2,0,16,22,0.2743027399681127,58.80180948929199
10,0,5,16,8,39,0.2617977849137625,59.23150550720094
3,0,5,4,10,22,0.25670853211859157,59.496323411796915
9,0,6,0,7,23,0.25776135607909595,59.862271369007615
10,1,9,0,8,29,0.2360102621406749,59.95267885529411
6,6,5,0,14,33,0.23485679459252287,60.16933486374516
6,5,5,0,8,24,0.260984116194714,60.623051912839074
7,0,6,4,8,26,0.2904535412420151,60.77013938044415
11,10,5,0,7,37,0.3010802166548211,60.28837484082684
13,12,3,0,5,34,0.33445451024137113,60.14473310602931
14,13,5,0,11,44,0.3849298369257858,59.01826536666187
15,5,0,0,15,37,0.4492887505287688,58.10130179371315
12,12,1,0,15,42,0.4379644798666382,57.999879298989676
8,9,5,0,17,39,0.45387684022791125,58.6479437085085
8,9,5,5,9,37,0.486879224668016,57.70783691091607
19,0,3,6,9,39,0.4595997644317518,58.32724864655485
9,0,4,6,3,26,0.4219583672068546,58.33678596858924
14,15,7,5,1,43,0.4509854243288607,57.91903901803709
16,10,5,6,7,46,0.4832771802326336,57.99762065930456
10,16,5,0,6,38,0.4729093276890043,57.848560417121504
16,5,5,0,5,32,0.4288334406275612,58.528283253844734
7,9,4,0,3,25,0.4009932391047643,58.881398761216175
7,3,4,0,2,18,0.35660159433262245,59.192413305568174
1,0,4,0,5,12,0.34727976830719204,59.830620695823384
0,0,5,0,5,12,0.3287353970206994,59.45975151470084
2,0,5,0,4,12,0.29769117986069993,60.069708978327874
0,0,2,5,7,20,0.29080749637635506,60.20789992184317
4,0,0,0,6,15,0.2776060021539136,60.50311227318672
10,6,0,0,9,25,0.2656733175782499,60.41644971848806
6,6,5,5,9,31,0.3006484590938383,61.185561678294505
21,7,1,0,11,40,0.3239587079715018,61.085249907213594
1,0,7,0,8,16,0.2810716444109348,61.81205075043026
3,0,1,0,6,10,0.27225551261241204,61.19617881759766
0,0,5,0,0,5,0.23815175668804206,61.62301419941809
0,0,1,0,11,12,0.24089825303255874,62.360864091784855
0,0,5,0,8,13,0.18104919382282958,63.78963226372864
2,0,0,0,3,5,0.20450405482046144,64.0345047530555
15,0,5,0,5,25,0.19828535629430386,64.30950903820079
0,0,5,0,0,8,0.15816812830141702,64.78518385154224
6,0,0,0,0,6,0.11526800792611741,65.5937044583854
0,0,5,5,0,10,0.08879631034647545,66.07286496863948
1,0,5,0,0,6,0.08198661268758324,66.34945644433765
0,0,5,0,1,6,0.05552680181501307,67.00887271466718
1,0,0,0,3,4,0.03872706236868221,67.42333358969674
0,0,0,0,0,0,0.038627202957208145,68.09450917646467
0,6,5,0,0,11,0.06793573066874448,66.97305396674223
0,0,0,0,0,0,0.06358600937330063,67.3877641643225
0,0,2,0,0,2,0.04981296136419179,67.74640499449667
0,0,3,4,0,7,0.04814290516689571,67.67123528439454
0,0,0,0,3,3,0.05515349531063025,67.51352049888408
3,0,6,5,2,16,0.08459980749819643,66.8087412490955
2,6,0,0,1,9,0.1009847574532517,66.93263037634107
1,0,1,0,1,3,0.07702102019883927,67.89928594675553
1,0,5,0,0,6,0.07760988292585784,67.91621509784284
0,0,0,0,0,0,0.07471273873787648,67.91617310215629
0,0,0,0,0,0,0.06933955999697931,67.9292354576147
0,0,1,0,2,3,0.045817076339906705,68.32791902841568
2,0,5,0,2,9,0.04524366191953416,68.51085982587551
0,0,2,0,1,3,0.02872730652374228,68.66372766777621
0,0,6,0,0,6,0.029024910480106327,68.68016725104458
3,0,0,0,0,4,0.022869927265385056,68.9207664774297
0,0,1,0,0,1,0.014068029498582263,69.1136868559492
0,0,5,0,0,6,0.021803468224160457,69.0443168983406
0,0,0,2,0,2,0.058985391443101415,68.39540881247535
0,0,0,0,0,0,0.05055695577942237,68.7674554976917
0,0,6,0,0,6,0.0316291936815216,68.95986118683771
0,0,2,0,0,2,0.02552291838124373,68.94382777468888
0,0,0,15,0,15,0.03045840367527718,68.81043249292156
0,0,5,20,0,26,0.04628678568018442,68.52257870639025
0,0,0,17,0,17,0.07259776305914321,68.11325512882236
0,0,1,14,0,15,0.08333432094126908,67.67073228937694
0,0,0,12,0,12,0.07672124388794736,67.6993247859516
0,2,5,13,0,20,0.07308044132518465,67.50622741205862
0,7,0,13,0,20,0.09547237765097405,66.65537592089001
0,1,0,14,0,15,0.11158179960667694,66.60849431298566
1,6,0,10,1,21,0.110029453493102,66.60560612643803
1,5,3,0,0,18,0.12744844447073658,65.28053204818951
0,8,0,11,0,23,0.16110990399783154,64.9723719239048
0,8,5,0,0,23,0.16252554315586065,64.66993908919557
0,10,0,0,1,28,0.1763770986216729,64.20397614895495
1,10,5,0,1,26,0.15550954660910676,63.90569829106609
0,9,1,0,0,26,0.17170841763364295,63.67137604036676
2,10,0,0,0,25,0.17094920950646525,63.77097543447767
4,6,0,0,0,18,0.15547784340471682,63.8274241562811
5,5,5,0,6,22,0.18206418919723052,63.432570526697056
5,5,1,0,15,41,0.25913006339284267,62.67874676150421
9,5,2,0,9,36,0.223921069062188,62.782140314054686
5,4,5,0,6,27,0.28503258967258926,62.7128298093016
7,4,4,0,9,34,0.27416175509037005,61.29138882180007
5,12,5,0,14,44,0.3333609713907148,61.662790975224524
8,14,0,0,4,29,0.29585379401809986,61.60637980851102
0,18,5,0,10,35,0.3001657522847184,61.64638202897579
5,13,0,0,5,28,0.28513453408923534,61.444146861714664
4,15,0,0,9,49,0.286200831271931,61.64283117147402
3,15,0,0,5,35,0.2952582563046857,60.96211177636173
3,14,4,0,5,29,0.3194763197694369,61.40887636870036
3,14,6,0,5,47,0.3476628755991869,61.26467497868771
0,15,3,0,6,30,0.32605392366972846,61.10572540914302
4,14,5,0,6,45,0.3582697898891222,60.726845853388866
0,14,1,0,17,42,0.4123336675070303,61.09185334149327
6,15,0,0,7,29,0.358803971374273,61.37775074062948
7,18,5,0,16,47,0.3704358760423799,61.077459038111435
7,8,0,0,5,21,0.35593225848575377,61.73607935723486
7,7,5,0,9,28,0.321644132835196,63.11704063103237
7,4,5,0,17,34,0.31613093111109153,63.8295414286991
7,0,4,0,10,21,0.323129827081879,62.642390008654914
7,1,5,0,16,31,0.3317129309090969,62.90706663985383
6,5,2,0,4,18,0.3044015600088951,63.50509905159719
4,4,5,0,7,20,0.28211849632012265,63.3573183872444
1,5,2,1,13,23,0.2963596393885458,63.607894046037245
0,1,6,0,4,11,0.2592323666914917,64.14621800423929
11,3,2,0,12,28,0.22998174312194244,63.88599564900292
0,5,5,0,8,18,0.21547563395088462,64.24156207196981
8,7,6,11,10,42,0.23949376743982792,63.82640634097254
0,4,5,0,4,13,0.2480109642859255,63.694358815580394
3,8,6,0,10,28,0.23116195890033045,63.89637332588733
0,8,3,0,6,17,0.21464178698835418,64.18813461066352
4,6,5,0,11,26,0.23252675070109283,64.15204075530424
3,10,5,0,12,30,0.24875310511302592,63.06850615290562
0,14,0,0,15,29,0.2820705989600402,62.78720684637617
0,8,5,0,9,22,0.2327632295519882,63.050157341920986
0,7,2,3,12,30,0.3001662999444958,62.30555931322109
15,12,6,0,7,46,0.3091916526979254,62.026773066856585
1,7,7,0,6,29,0.31732716980229875,61.38837539586825
3,7,4,0,5,26,0.39548875307522546,61.33030958610673
3,8,0,0,12,24,0.4058634327252155,61.88540972858501
7,4,0,0,10,26,0.34810051827591404,62.12358048101891
0,4,5,11,10,36,0.3679968679038564,60.932484780087584
13,9,7,0,10,45,0.40487674167566085,61.23017196816882
11,11,5,0,14,49,0.42481092214357036,60.642819617576635
7,11,4,0,10,40,0.4539802771315628,61.68701552148962
10,11,6,11,12,58,0.4684327244741584,62.02197772553945
21,12,5,0,10,57,0.5306906035627157,59.31996909485739
3,14,6,0,16,48,0.53471094426614,58.34151933352435
2,10,5,11,19,55,0.5078179291030847,58.2255921355345
19,10,5,0,15,57,0.4780098646886794,58.66174316555292
6,12,5,11,8,42,0.46494569618384507,58.488016757535576
10,6,5,0,6,35,0.4825292399774277,58.69635050919385
5,10,1,0,12,34,0.4802350793660116,58.30843823823464
15,13,0,0,10,47,0.4474833643869837,59.34020259028523
4,14,5,0,10,40,0.3830078060921539,60.1001116973872
1,7,0,0,15,30,0.370263337602606,60.25186903053245
0,12,5,0,11,40,0.3875854315830259,59.84026859259711
15,21,5,11,3,69,0.40879862316481114,58.603124460302354
0,16,6,0,11,45,0.42452197325931507,58.555939418161685
7,5,0,11,4,39,0.38954641989764227,58.79758512144485
0,6,6,14,10,45,0.39518527333704473,58.54867106024681
0,2,0,0,14,19,0.35283972619610887,58.24675331544773
17,6,4,0,10,42,0.3212860929665919,58.88231812462848
0,6,0,0,15,31,0.3064849739315406,58.88526386194887
12,10,6,9,12,52,0.3081314115267962,59.20679164753759
0,13,5,0,11,33,0.2885638154548541,59.295023825535424
11,15,5,0,10,48,0.24090001477795722,59.64106307664917
1,13,0,11,9,50,0.24774607659331044,59.83206465874257
8,4,3,0,10,38,0.2536354917552922,59.429672976492114
0,6,5,0,7,26,0.2567442988418058,58.66267380462185
4,4,0,0,6,19,0.2451955716288829,59.08336952797384
1,3,3,0,9,23,0.22074208143783355,60.158254850598276
2,6,0,12,10,35,0.19320363900092902,60.142003916031086
2,5,0,1,2,12,0.1920470013755756,60.88007690975545
4,6,0,10,1,21,0.16059675969044737,61.03750623600668
2,3,5,14,0,25,0.16787893885914024,60.63656965042239
2,0,0,14,0,16,0.19521044125815115,60.73286489936843
2,3,0,0,12,17,0.258943436542683,60.2383872976655
2,8,5,0,1,16,0.22436828416329188,60.67115335385928
8,0,1,0,1,12,0.16488344022678467,60.91086587769376
2,13,0,11,11,41,0.20530364290252257,60.770761104720435
2,16,5,0,4,33,0.23559926077656543,60.22309951894569
7,22,0,11,12,55,0.24782606736137067,59.66356375804544
2,19,5,0,5,43,0.30583430475695916,56.79955193068146
3,19,0,0,7,40,0.33048835820425815,56.021437081998535
5,9,0,11,7,40,0.4073501657224946,55.43802956540629
2,10,5,0,5,28,0.36767851643242316,55.864310937144566
3,14,0,0,11,35,0.37125136594747354,56.0240530314575
3,19,5,0,5,33,0.4117000391769307,56.08220247663148
8,0,0,0,7,15,0.3399758097940389,56.994275768285874
0,10,5,11,8,34,0.3101427551061606,57.18745127750939
2,0,5,1,9,17,0.3038271977124886,57.75766720643851
3,9,5,0,7,24,0.2983492823645225,57.67901043326477
7,0,0,0,10,17,0.26340082102726675,57.721746201933314
0,16,1,0,11,28,0.27298948225639624,57.70001433613018
4,0,5,9,11,29,0.24865448702030032,57.94496110315298
2,0,5,0,8,15,0.29151050379785803,57.15536822947924
13,10,1,0,7,32,0.29190275071298505,57.1710043866163
5,0,5,11,11,34,0.36576337771041584,56.56901121342301
6,0,5,14,9,35,0.38668148371972355,55.11044876707319
11,6,0,14,13,48,0.37062481806197733,54.89613176640316
0,0,5,15,4,26,0.43891579084848464,53.921396006030584
6,5,0,14,3,28,0.4370100293160053,53.72130685642224
5,2,0,13,4,25,0.36848189905920203,54.3732228406177
6,0,5,12,6,30,0.35354335578484325,54.583552316305855
8,1,0,0,12,21,0.3759383964725837,54.175222673983214
10,6,0,11,9,37,0.3878772357258485,53.59032905188174
6,10,5,8,9,40,0.38970947108926424,53.73773805554282
1,8,5,0,6,23,0.44816035087008305,53.484164731375316
4,12,3,5,13,44,0.4298819478359436,54.374814028096424
15,14,0,0,4,45,0.4464719444029669,53.95127229276686
0,16,5,0,6,31,0.4822541971896848,53.50390570010262
2,15,3,6,5,49,0.45732192667894844,53.52217351062306
0,17,0,6,0,29,0.4296626617205544,53.19628064867139
0,15,0,0,7,22,0.3820614886516234,53.80366360834985
0,13,0,5,2,29,0.32485808207001,55.096183747674786
2,9,0,6,5,22,0.28490600175045067,55.5334475302533
0,5,0,0,2,17,0.2766397999557532,55.531442708347754
5,9,0,5,5,24,0.2742569720201726,55.54063333609285
0,7,0,7,3,26,0.26947687569180523,56.23011576096072
8,10,0,0,0,34,0.305122425938494,55.98618006071282
0,10,0,5,0,19,0.28145725909315045,55.9752916053098
0,15,0,0,0,24,0.28750789271493116,55.834360517846484
0,8,0,5,0,21,0.2985152020952789,55.69217439368102
0,17,0,0,1,27,0.2907048370769208,55.892438849935424
1,6,0,0,0,14,0.31676818566005527,56.56636757710038
2,6,0,0,1,17,0.26155789987595585,57.188654031963566
0,0,0,0,0,15,0.2475019084913253,57.643873393958465
1,14,0,6,2,28,0.23826731985933064,57.838285198106774
0,14,0,0,2,21,0.25494653875829376,57.94978039546423
0,13,0,6,2,28,0.2592985001844136,58.114081833302
0,10,0,0,1,20,0.24710627547917396,57.88611923031021
0,0,0,6,0,12,0.22763560519375511,58.23376744608792
7,7,0,0,1,22,0.24884620731085508,58.17854406053573
0,7,0,0,3,16,0.20453267409307413,58.76127274457767
0,6,0,1,0,14,0.2047959391575338,58.81749051526643
4,0,0,6,0,13,0.16335532718866405,59.06682763686286
0,5,0,0,0,5,0.14916813935019865,59.44633066140389
1,6,0,0,0,7,0.14829255030823996,59.882329566653816
0,14,0,0,1,15,0.15453832346089272,60.048110289590426
1,4,0,0,0,5,0.13201059804884746,60.35719461770474
0,0,0,0,0,0,0.09792090947742198,60.78297382273506
0,10,0,0,0,10,0.10496770341596658,60.80587593437727
1,4,0,0,0,5,0.08812053760797597,61.327524964030836
0,2,0,0,1,3,0.07592590611523568,61.612933412164466
0,4,0,0,0,4,0.05400571451946066,61.96689884234242
1,1,0,5,2,9,0.0703796947990484,62.0344668726739
0,0,0,7,1,8,0.06546907923659871,61.977851414818815
0,1,0,5,0,6,0.04784349747260858,61.93526064242613
0,2,0,7,0,9,0.05787381607652107,61.63139146048505
0,0,0,6,6,12,0.08126120000822597,61.475233853538974
5,2,0,8,10,25,0.1306012090110122,60.93708345243418
0,3,0,1,1,5,0.13886535982485024,60.81291647778621
0,3,5,0,0,8,0.121933964525453,60.90280309989731
4,7,3,0,3,17,0.13471850329667848,60.720087159158695
0,0,0,0,0,0,0.11507518834252889,60.65075417012676
0,0,0,0,6,6,0.09437174785238236,60.93907069868689
0,9,0,0,6,15,0.09879722610567063,61.15204915851299
5,6,0,0,7,18,0.099526533138638,61.3502056348443
0,10,0,0,7,17,0.10236087659935024,61.20458091900031
3,7,0,0,11,21,0.1296324379767846,60.73457201365619
0,2,0,5,6,13,0.1446482518446866,60.56727560568302
1,1,5,0,4,11,0.12706249056018276,60.84901878081181
2,1,5,0,0,8,0.0942080579138604,61.05020042908941
7,4,3,5,1,20,0.08754007844324087,61.07140587224791
0,2,0,7,1,10,0.08843107231167487,61.114862158167774
0,0,0,6,0,6,0.10476707350007215,60.94934492197021
0,2,0,1,0,3,0.11084873240728094,60.765500359808
0,4,0,4,6,14,0.13289072980240024,60.63510106527758
3,4,0,6,7,20,0.12162358677871433,60.91950997148572
0,0,0,8,8,16,0.11768501519114298,60.910661954086045
0,1,0,7,12,20,0.1581808088997259,60.37673763827024
0,2,0,8,7,17,0.1216277026830072,60.187509284808186
4,2,5,0,2,13,0.10202026793062076,60.66793495910081
0,3,3,5,1,12,0.061313714835724266,60.7522192167605
1,0,0,0,1,2,0.07889737521606852,60.7330733457468
0,0,0,0,0,0,0.061727147559074436,60.79224503364344
0,2,0,6,0,8,0.06046666684271332,61.14950804891591
0,1,0,7,1,9,0.07052900934550792,60.52132806436303
0,2,0,0,0,2,0.04276734358466286,61.0538956775598
0,1,0,0,0,1,0.04465670337979215,61.29814777330949
5,2,0,0,0,7,0.043699540637356205,61.19938078939055
0,0,0,0,0,0,0.04350782289241698,61.306801200357654
0,2,0,0,1,3,0.05046489764524898,60.6989308918688
0,1,0,0,1,2,0.04394552028994429,60.74107476822513
2,0,0,0,0,2,0.027487434580558145,61.439431545685096
0,1,0,0,0,1,0.03372191255049004,61.48634658309702
1,1,0,0,2,4,0.034519032240953554,61.548900404247796
0,0,0,0,0,0,0.02716645172949481,61.6061493094564
1,0,0,0,1,2,0.02703375539267234,61.6586233199333
0,1,0,0,0,1,0.02434070167829659,61.73171816502977
0,1,0,0,1,2,0.03900418942672436,61.81003732639235
0,0,0,0,1,1,0.03881156200559279,61.82532423183901
3,1,0,0,1,5,0.0417005842451645,61.861954312342405
0,1,0,0,0,1,0.036964633577323436,61.90336588938334
1,3,0,0,0,4,0.03872032353295946,61.939929994612704
0,2,0,0,0,2,0.043182292048920774,61.9712561799819
0,0,0,0,0,0,0.04666629365905123,62.049445942701446
0,2,0,0,0,2,0.03823046275858508,62.09635797312767
0,1,0,0,0,1,0.04984400113258006,62.1379755390145
0,1,0,0,1,2,0.040220564392103475,62.20060654208552
0,2,0,0,2,4,0.039342214785290874,62.22649487723157
3,2,0,0,0,5,0.0502805882927778,62.27893758887974
0,0,0,0,0,0,0.049357656789151765,62.307987761772104
0,1,0,0,2,3,0.034710337014492464,62.38107071613368
0,0,0,0,1,1,0.03571915178112276,62.44845908935515
3,2,0,0,0,5,0.02871439381111524,62.459066752045345
0,1,0,0,1,2,0.04384332486522903,62.47449256153442
0,2,0,0,1,3,0.050076833438916724,62.525947333876154
2,1,0,0,1,4,0.045135289563482346,62.51561283384785
0,1,0,0,0,1,0.04238140669392756,62.57286687166848
1,0,0,0,1,2,0.048372466505375404,62.60456671543102
1,5,0,4,2,12,0.059486395022441435,62.42902007652355
2,2,2,6,1,13,0.07012031739738252,62.35776266651163
2,1,0,0,0,3,0.05341694040795608,62.543744640591285
0,0,0,0,0,0,0.06624194919944082,62.64552665164254
0,5,0,6,1,12,0.061165397905288146,62.51577350469523
0,1,0,6,0,7,0.055976166196048754,62.56209288013763
1,4,0,3,2,10,0.06704971912943816,62.53298118163817
0,1,0,1,0,2,0.05427822850073192,62.647410895266745
2,3,0,0,0,5,0.058316327598455536,62.673670976174044
0,2,0,1,0,3,0.04662901745741021,62.75145324635976
0,2,0,0,0,2,0.04375921954540902,62.809618607790256
0,2,0,2,0,4,0.04025664492234358,62.85710708638708
0,1,0,0,11,12,0.07306310435149127,62.57103827158628
0,1,0,0,3,4,0.08259167222085945,62.55637652940615
3,4,5,1,0,13,0.0640946764499237,61.931400393515275
0,0,4,1,0,5,0.05633270325541076,62.594702196839606
0,0,0,0,0,0,0.06715690453449756,62.76407482623567
0,3,0,1,0,4,0.04567891033768574,63.00329439163331
0,0,0,0,0,0,0.052727787559329234,63.00983509742109
0,3,0,0,0,3,0.03247336002619094,63.09391936726723
0,1,0,0,0,1,0.04903715369209251,62.476447871912264
1,1,0,1,0,3,0.04168432069140723,63.380932359490245
0,1,0,0,0,1,0.035861523708907626,63.43876108814913
0,1,0,2,9,12,0.05157870294920029,63.27374150327897
1,1,0,0,1,3,0.053186341806750484,63.3448218099803
0,1,0,1,0,2,0.03977059451937911,62.787236974279494
2,2,5,0,7,16,0.06778972575297111,62.36670947727815
0,0,3,0,0,3,0.049880800086641953,63.330870713287716
8,0,0,0,0,8,0.039603922341554035,62.56695910627129
0,1,0,0,0,1,0.054230193185275964,63.25708194734668
0,0,0,0,0,0,0.048055267005020726,63.3758831696013
0,2,0,0,0,2,0.0433987139101555,63.53501559967071
0,4,0,0,0,4,0.03592448395687133,63.598437344621935
0,0,0,0,0,0,0.044594517590041745,62.85381827635861
0,2,0,0,0,2,0.05438970729916697,63.673447978483765
0,1,0,0,0,1,0.05129361576315699,63.788488489026264
0,1,0,0,0,1,0.03989831678167281,63.87954254003299
0,0,0,1,0,1,0.03274590319997685,63.91739671161083
0,1,0,1,0,2,0.027331772964786442,63.878321481503946
0,4,0,1,0,5,0.017995561779578038,63.94965874167567
0,0,0,0,0,0,0.020684057893317013,63.94965874167567
0,1,0,1,0,2,0.0182819509254363,63.996621050557394
0,0,0,1,0,1,0.01757490699226295,64.0279792154849
0,0,0,0,0,0,0.01242816931556958,64.0593127372044
0,0,0,0,0,0,0.0030160286122621113,64.1231168207953
1,0,0,0,0,1,0.007305171463289872,64.12308300919351
0,0,0,1,0,1,0.004240682082589675,64.1428366388854
0,0,0,0,0,0,0.004716506489718643,64.1428366388854
0,0,0,1,0,1,0.000185906680997268,64.15847486170182
0,0,0,0,0,0,0.0029601364176787123,64.17411309277948
