throuphput_KLONGTEI,throuphput_KASEMRAT,throuphput_NARANONG,throuphput_SUNLAKAKHON,throuphput_RAMA4,throuphput,mean_speed,jamlength_percent
12,4,2,0,12,37,0.3464958323687756,39.82858775044794
4,3,5,2,7,21,0.2863937395726904,40.496803289982985
9,7,5,17,1,39,0.35976812304042727,39.921321551860295
2,3,5,0,1,11,0.3098214685621959,40.40712730089198
1,2,3,18,13,45,0.4037059538081232,39.400264640599545
5,5,0,1,16,34,0.44731209120216053,39.31647527495196
5,3,1,15,5,29,0.502517612270136,38.933067604176635
1,2,0,10,8,27,0.5398452434504942,38.88972920274949
3,10,1,3,6,30,0.47294748525918995,39.25504250209804
2,3,4,17,15,52,0.5271556525826829,38.79465640012552
2,21,0,5,5,34,0.50874591485406,38.864586542160666
1,6,0,3,2,13,0.4741013237412422,38.99963780816947
2,15,5,6,1,44,0.435644410084189,39.03012602864692
0,12,2,6,0,20,0.41025517924105814,39.190155798530554
0,12,1,6,4,30,0.47062532377795563,38.67913988804696
0,18,3,2,8,50,0.5240322527054514,38.565157134886206
9,12,4,2,0,37,0.44174819305849544,39.31414986266303
0,8,0,5,0,18,0.4178439811400907,39.85419337403623
0,10,2,1,0,16,0.443267811862608,40.07973816713701
0,0,0,3,0,5,0.412056743162417,40.43816309963804
0,3,1,5,12,26,0.41866315233311785,40.55065718605758
12,6,1,3,0,22,0.33362860850622533,41.14386784760364
5,5,0,1,0,11,0.32019421237962115,41.20697928437839
2,3,1,1,0,7,0.3204555441099471,41.445778124414474
2,4,0,2,0,8,0.29268167607963824,41.74012700451972
1,0,0,4,0,6,0.28778521626068176,41.90871611714477
0,4,0,2,0,8,0.2631085104100899,42.107544437175
1,5,5,4,0,15,0.27310381328011313,42.15686921805653
0,3,0,1,0,5,0.2649851020270602,42.21903832078553
0,0,2,3,0,5,0.23929251972901747,42.6676291232782
0,4,5,2,0,11,0.22077676503975216,42.645858488154865
0,2,5,0,2,10,0.23721975572189702,42.78045218679465
0,3,5,3,0,11,0.22866533147307763,42.89149998347347
0,5,5,3,0,14,0.23214874331948143,43.13036241691958
0,6,5,3,2,16,0.2640527074535051,43.07193084314876
0,4,4,1,18,27,0.3554320514996987,42.50828086271963
0,4,5,1,16,26,0.36129589910284243,42.41121108350201
23,0,0,1,6,30,0.3847438025764723,42.425887413583055
5,7,0,1,2,15,0.4129008044238602,42.15643007304096
9,3,3,2,11,28,0.3815834677750223,42.053391311527584
0,0,12,0,8,20,0.3762969216376592,42.21134990697316
5,7,17,1,9,39,0.42470772979755994,41.758755962895364
6,0,8,2,7,23,0.391189095193399,41.97129563061875
0,4,1,5,5,15,0.3733214524601456,42.50940762080485
2,7,11,2,10,32,0.3510717595644821,42.14758178629626
6,5,7,1,7,26,0.368013766490516,42.69559864244588
7,1,2,1,13,24,0.4030072128403752,42.53143284082553
4,2,9,1,18,34,0.4025920258740312,42.55298079840282
5,2,3,1,8,19,0.38466474324453453,42.689299164591894
22,2,9,2,10,45,0.40507059141343027,42.59040678550875
10,4,7,2,10,33,0.41575381253746496,42.82368201223806
9,8,0,2,9,29,0.4232670828657441,42.39994174752559
6,3,7,2,8,29,0.4025401972985714,42.499746738682425
9,5,5,1,8,28,0.41150827264501444,42.467381772000266
8,3,2,0,10,27,0.40980707799576965,42.33910934743009
9,1,0,0,16,26,0.386987387174503,42.42962790456971
2,1,10,0,7,24,0.3483192655663351,42.715889760463384
1,3,11,0,8,28,0.3892849930246989,42.95859541618337
2,3,4,0,18,31,0.4581288512596373,42.3792485474121
18,2,3,0,13,41,0.36492740532211637,42.3347757754018
7,0,8,0,8,23,0.36564837447548854,42.682663497266944
8,1,5,0,0,15,0.3656815738332507,42.699121362210256
3,4,5,0,4,21,0.3215172193154338,42.949008024451246
6,4,5,0,13,33,0.34770340844007,42.433606634873954
0,4,5,17,10,43,0.429888524445376,41.87815284837778
0,1,2,2,13,21,0.47669470756642723,42.08223802770201
7,4,7,0,11,29,0.4714948810354475,42.7074555346921
1,0,8,4,7,20,0.4276826332976559,43.15701035723871
7,0,5,1,5,19,0.3313341460174437,43.67086383468775
0,0,10,1,3,14,0.2576543896758801,44.51678329328858
6,0,14,1,2,23,0.22821317464176544,44.96572279715386
1,7,9,2,2,21,0.2143604803703616,45.32495699241565
1,0,6,6,1,19,0.27682224349876405,45.158505476586704
0,0,9,2,0,11,0.26587988029556986,44.89141671084024
0,0,5,0,1,6,0.27275863997590216,44.891486670828925
0,1,3,2,1,7,0.2787135206326491,45.13202791979187
0,0,1,2,3,6,0.22320776729581351,45.19376520152173
0,0,4,0,1,5,0.1643794897112895,45.656613268819605
1,0,0,4,0,5,0.13780804403133298,46.15093534086172
0,8,1,2,1,12,0.1732283504794858,45.978621797868136
0,0,1,1,1,3,0.19298948360623958,46.10474689103086
0,7,1,0,1,9,0.16487397598836148,46.21388541813618
0,0,6,2,0,11,0.15889162289687303,46.63551561158702
0,3,5,1,0,9,0.15240317363403466,46.87948020301524
0,0,0,1,4,5,0.16694370984114548,46.68776609108358
0,3,7,1,1,12,0.18178952276838806,47.05660528667144
0,0,9,3,4,16,0.18891294526570107,47.15538174629076
0,1,7,2,2,12,0.17577874143590336,47.263127024062705
1,0,1,3,2,7,0.1683005750819404,47.62936478691504
0,1,0,0,1,2,0.1373567584155007,48.038184708734946
0,0,6,1,3,10,0.12953219140535857,48.08410903803081
0,3,6,0,0,9,0.11521175384210282,48.239827765813295
0,0,5,4,7,16,0.1255144868296519,48.26346809708529
1,2,5,0,3,11,0.13324517724755017,48.29317487326715
0,0,0,6,5,11,0.11362052918236806,48.47517897991349
2,3,8,1,17,31,0.1612377920222601,48.25751185535086
0,0,11,2,9,22,0.19556146030126223,47.64451453976971
9,1,7,1,15,33,0.2402349376500371,46.976721373389225
4,0,1,3,12,20,0.23987041541547038,46.98891283045625
17,1,8,0,9,35,0.22724371052628684,46.64935611744165
0,0,4,5,2,11,0.20878504762431546,46.94056179470922
22,1,10,2,6,41,0.21998890430430282,46.60534304243444
4,0,4,0,1,9,0.184122054024724,46.68287850029573
9,0,5,0,0,14,0.16652557876662502,46.91403004309244
4,0,7,0,0,11,0.1933016195403702,46.916064646452675
0,1,0,2,9,12,0.21604092233309946,47.025274372345706
0,0,5,3,10,18,0.18707939891357878,47.60612824238141
0,0,11,3,8,22,0.22003092239435978,47.51478667345516
5,0,6,2,1,18,0.23914636160390523,47.31793877792183
0,0,6,2,8,18,0.16732809557657047,47.727325267675766
5,0,5,0,2,12,0.18027650144666368,47.22077211648138
3,2,3,0,9,17,0.19178753980997124,47.35827089203249
5,0,5,1,0,11,0.1645082515574828,47.21777671601762
0,0,6,1,0,7,0.18525134292575135,47.058279764130006
1,1,8,1,0,11,0.16682671571996402,47.129428753637505
1,0,9,0,2,12,0.1562223429304504,47.60042476657395
0,0,0,3,1,4,0.10012351159464133,48.319787414134964
2,0,1,1,0,4,0.08671339460870116,48.52019849891279
1,4,10,0,0,15,0.12046947294685409,48.39345330713186
1,0,3,2,0,6,0.1303390995725915,48.46033710426763
2,3,5,2,1,15,0.12681917653339217,48.218628569999424
0,0,0,1,1,2,0.13072570046992538,48.39406107901076
0,0,5,0,0,5,0.12554187538298392,48.39357548306928
1,0,5,5,0,11,0.1699652521597985,48.23672593873184
0,2,9,1,10,23,0.15543200069769977,48.18170576231863
2,0,9,16,4,31,0.21072303293833425,47.857404397441556
2,6,8,4,9,29,0.22890409030941283,47.478502107128186
2,1,10,5,4,24,0.20855843885688088,47.73173328511538
1,0,11,3,17,32,0.2660435271483885,47.65297231788876
15,6,6,2,12,41,0.22900815132152072,47.736729012050255
0,1,4,5,6,18,0.24195690853627386,47.51542413063164
5,6,8,16,4,39,0.2522035588972194,47.65815669232791
6,3,0,5,3,17,0.3297828138359662,46.82867512271173
5,0,5,1,0,11,0.2988307230877125,47.08358798822136
2,0,5,1,11,22,0.3296384803203655,46.94200003863543
8,0,4,6,3,24,0.33035122804761075,46.92209132096956
13,0,5,4,7,30,0.30005978041617026,46.93030489251371
10,0,1,3,2,16,0.24779378904036817,47.19584844633175
3,0,5,0,11,20,0.2794411748189427,47.64211029634754
10,0,9,3,7,32,0.251983991789354,47.78123869189994
10,0,1,7,6,26,0.23818481907683714,47.85620501557015
5,0,2,4,5,19,0.22654475125677698,48.70552341944368
3,0,2,1,1,7,0.2043895859575867,49.03814481649542
0,0,1,2,1,4,0.26959527107556114,48.816709891355266
0,0,2,5,0,7,0.3092030812454176,48.22248493666297
5,3,3,2,0,13,0.377002651081508,47.92164493397132
6,6,0,2,5,21,0.38301677742779305,48.704404191148924
6,5,3,3,0,17,0.3077593130439471,49.22772403703609
3,5,3,0,5,18,0.33536116457939585,48.98732922232213
4,1,3,5,2,18,0.2761292084122099,50.07072031846646
2,0,8,2,3,16,0.22011174846449638,50.58500559298631
7,0,2,1,0,10,0.20618417982274548,50.853449500086946
0,11,9,1,3,24,0.2266864114103255,50.61332993570267
0,0,3,17,7,28,0.22974603300970767,50.63981242827913
7,0,4,3,0,14,0.17443134232198534,50.33863441350553
3,0,3,2,0,8,0.17514654756867962,50.181403894051684
0,0,1,18,0,19,0.2182457206776402,49.85848214516722
1,0,7,20,3,31,0.2582988486442035,49.42653452898757
4,2,0,22,2,30,0.26000009069783975,49.05956915919237
0,4,3,22,1,31,0.28359397397789327,49.220598309777
2,6,1,17,0,26,0.2536724501030556,49.62982926681106
0,2,0,22,0,24,0.18560786289014544,50.26059626329444
0,4,5,16,0,25,0.2417750108051198,49.77461989999093
0,0,1,4,0,5,0.28249489132065037,49.53958768341763
0,2,7,5,0,15,0.31678381880835654,49.104719465274385
2,16,1,6,0,25,0.3599534855400694,49.505002461261924
0,10,2,6,0,18,0.39282275845638304,49.255281807836994
1,19,5,7,1,33,0.3676213797907553,50.55195657104979
0,11,5,5,0,22,0.41194248368796244,50.468548932948345
1,6,5,6,0,28,0.3885458821781672,50.913687913131334
0,6,5,6,5,25,0.39007358074516585,51.16594838483977
5,15,5,5,6,45,0.4154180056864795,50.844895062123804
0,9,5,6,7,32,0.42882923296760067,51.151445504981936
13,6,5,6,7,43,0.42099318523190404,50.96973515277188
1,16,6,7,3,38,0.4282057476151311,51.38135178843771
7,7,2,6,3,35,0.4027511985447432,51.39290664285993
3,17,0,5,4,36,0.41006256054762685,51.66402385406673
5,15,5,5,1,31,0.4402329380631611,51.587825279460745
6,9,5,6,1,27,0.4319923131875183,51.56788610376815
1,7,5,15,2,30,0.39820679428471206,52.278195374879964
2,8,5,15,4,34,0.42202147629770376,51.71578833460159
0,10,5,18,4,37,0.4607545201096619,52.25814418388745
9,14,5,18,7,53,0.5492529428690145,51.34171006681062
0,4,5,21,6,36,0.5796117304950885,51.08393252253414
12,10,5,20,2,54,0.5659281860698315,50.41500615234919
0,19,7,21,11,66,0.6476834411309775,49.18876092996678
4,20,10,21,9,70,0.7189116429718383,49.34809500813984
0,19,9,22,11,68,0.6923037599998755,49.3439881358233
10,20,13,19,14,83,0.6975201580611793,49.25850987726253
2,9,12,12,19,54,0.6775496777453868,49.26621082056803
17,6,6,6,6,42,0.5665264731379872,49.46403517375418
4,15,4,16,10,53,0.5941423022844697,49.51187083840515
5,20,6,19,12,63,0.5930870742941982,49.817052052610535
15,21,0,6,6,48,0.5813286691188535,50.12386847194134
3,9,5,17,5,39,0.6101239908434269,50.139725568468734
12,6,0,7,7,33,0.5831142109506495,50.33894745527065
2,9,0,17,6,34,0.5003647937541438,50.573507240801845
11,6,0,4,3,24,0.44761911231726614,50.40279582275265
1,7,0,17,4,30,0.39997655945619864,51.40739316193134
7,2,5,6,6,26,0.282632463640562,52.07167275110268
0,6,4,17,11,38,0.2865359209474656,52.181490387504084
8,6,0,8,9,31,0.2523883880378825,52.71576898870792
3,5,3,4,5,20,0.23923828013482665,52.80398089353293
0,6,1,5,6,18,0.2500284851119394,52.930945181239224
0,6,5,6,6,23,0.23629001828130486,52.83827853303854
0,6,2,7,5,20,0.23855051030458385,52.922839688030614
2,6,0,4,8,20,0.2287158260823202,53.001059195063846
1,6,5,6,6,24,0.22525212345130205,53.016488684407754
4,6,0,14,6,30,0.23722480304944446,52.99868719505875
0,6,0,7,7,20,0.22050025746187826,53.07529586772816
2,5,0,5,12,24,0.2464308316833915,53.04448118656838
1,6,0,6,6,19,0.22254430933777355,53.168478615163686
5,6,1,6,10,28,0.2388801066904962,53.09846686093279
0,6,1,6,8,21,0.1818688058052966,53.58589611685429
0,6,1,6,5,18,0.1966921110371034,53.61204135283373
6,6,0,7,0,19,0.23158225216280068,53.53965492079047
0,6,0,6,0,12,0.19926344116719175,53.95170560967176
6,6,2,4,0,18,0.20308340610989967,54.429669481304906
0,6,0,9,0,15,0.17542558454905066,54.67487119337497
0,5,0,7,0,12,0.16526202275613164,54.785743359644826
1,6,0,5,0,12,0.1675310450040037,54.90610130067652
6,6,0,6,0,18,0.1516761514316864,54.86349351930009
0,6,0,5,0,11,0.1603804261874718,55.077087866125694
0,6,0,7,0,13,0.16519465751343182,55.20417109845216
0,6,0,6,0,12,0.17115124286414363,55.259936254654825
0,6,2,6,0,14,0.15042490208551723,55.325931203315754
0,3,0,6,0,9,0.1439391789198374,55.57731957154819
0,0,0,8,0,8,0.11446498949926641,55.734301949074435
0,0,0,5,0,5,0.08435954869558229,56.14661069134504
2,0,0,3,0,5,0.06759612391751964,56.19739742634726
0,0,0,5,0,5,0.06303770279350268,55.90996302378813
0,11,0,2,0,13,0.08981231909285363,55.77913352247465
0,0,0,1,0,1,0.08509955649584637,56.343072349161574
0,1,5,5,0,11,0.08075000152476187,56.224735115223275
0,0,5,0,0,5,0.08124690803734037,56.45698375145133
0,0,0,0,0,0,0.0791460393330474,56.66660761321916
0,0,4,1,0,5,0.05147969322265657,56.86797153329585
