throughput_KLONGTEI,throughput_KASEMRAT,throughput_NARANONG,throughput_SUNLAKAKHON,throughput_RAMA4, throughput_ATTHAKAVI_RAMA4,throughput,mean_speed,jamlength_percent,Backlog
0,0,0,0,0,0,0,7.8764396314290765,0.0,17
0,0,0,0,0,1,1,8.912429623297465,0.007551010726155326,35
0,0,0,1,0,0,1,9.888553842084232,0.028339320816404036,60
0,2,1,0,1,0,4,10.125733578879046,0.03867382084470087,85
1,2,1,0,1,0,5,9.654486830417769,0.08827452282826419,107
1,2,0,0,2,1,6,9.861986342751104,0.1717894078764425,135
0,4,0,1,1,1,7,9.20261516867328,0.27440979155415807,167
1,6,3,3,0,0,13,9.222640086746052,0.2994709187382999,178
2,6,1,3,0,4,16,9.334038351679256,0.3267785819449045,215
3,6,0,1,4,0,14,8.62123479174157,0.5141109326687698,237
6,5,1,3,1,3,19,8.121839550657846,0.7470747759904004,267
6,5,1,18,5,4,39,8.617672341022551,0.7336439192595189,289
0,14,1,5,6,4,30,8.330023966214712,0.8323571557218333,314
19,7,0,2,1,5,34,8.103264900050219,1.0624921281506352,347
9,8,2,2,6,3,30,8.042504818018816,1.2212180455679282,376
11,7,1,4,3,3,29,7.364231563997154,1.5451421072705716,404
7,15,9,2,6,8,47,7.197705676248363,1.7637892609741528,431
4,8,3,1,9,5,30,6.374178636662427,2.3633034181412587,438
7,6,0,2,3,6,24,6.036964273840631,2.8161839338818835,458
7,5,0,2,3,6,23,5.661592719318579,3.2260993201268393,484
9,10,10,7,15,3,54,5.656794473411302,2.948880108631766,480
6,10,4,7,8,4,39,5.177688987434977,3.4994953181044224,503
5,3,7,2,5,4,26,4.739937118011867,4.155206364661652,547
6,3,3,0,5,3,20,4.370855096599657,4.677297668129872,578
8,4,10,17,6,3,48,4.5714066504305055,4.3579173627822865,574
6,7,10,21,5,7,56,4.498657379088802,4.236659388590216,560
5,6,12,10,3,6,42,3.919415860731105,4.633145575362243,566
11,9,10,0,3,5,38,3.822712601265935,5.126128792442611,593
8,2,10,2,23,5,50,4.099316250351459,4.9600927550448635,608
6,19,10,1,26,6,68,4.611404593946783,4.716176227136606,618
10,6,10,1,22,4,53,4.7515125898807655,4.8183542381057665,645
8,4,5,12,6,5,40,4.627716074720254,5.078657919309985,663
8,6,11,14,3,9,51,4.527438642648315,4.915039676209782,677
9,13,7,12,8,13,62,4.691752650592495,4.909599063495445,705
14,11,6,12,6,12,61,4.779376920704299,4.993493233349368,725
9,11,6,10,7,15,58,4.461504166557799,5.421190623431406,729
7,11,6,16,4,15,59,4.347998250788177,5.551944435134845,739
10,11,17,19,3,10,70,4.194170191852135,5.678788175993121,738
8,12,11,1,5,6,43,4.002588166097398,6.116006281602621,769
11,15,10,0,3,7,46,3.951053020509651,6.38418336128524,790
11,12,8,5,5,5,46,3.765443063239311,6.579185877605936,801
11,13,13,9,23,6,75,4.079437092808213,6.3138738222012885,814
9,8,12,7,26,8,70,4.231433185286079,6.232879078363964,826
11,11,9,7,17,8,63,3.7430173504169035,7.158931941215652,827
8,10,12,7,13,8,58,3.3097582857348,8.170572836552594,848
27,6,14,1,11,7,66,2.9621236806158624,8.030990873124367,846
33,1,15,18,12,8,87,3.2650337859314242,7.717271925460691,838
24,4,15,21,11,7,82,3.016276030879324,8.216147325965046,823
9,5,1,4,8,11,38,2.7718489996688978,8.739988489089184,836
9,2,10,1,11,4,37,2.830201564245411,8.809293285830552,860
5,26,11,2,6,2,52,3.1275193176987552,8.476717381848573,878
9,29,7,4,8,2,59,3.292081980904298,8.39208237420063,889
5,31,6,3,10,6,61,3.232963915966442,8.605178772148967,907
9,27,6,4,16,8,70,3.2229441751123193,8.80009662938954,903
5,19,11,10,4,5,54,3.4762470391735976,8.324093937207856,910
8,18,9,8,8,8,59,3.581705651052983,8.208352399725372,914
16,21,10,10,6,6,69,3.5011061124356813,8.456841591148418,921
7,15,12,5,0,10,49,3.125094312661862,9.225985333947934,942
5,14,10,1,5,7,42,2.9754536849194633,9.664455046332153,964
2,5,8,12,9,8,44,2.8355983442827317,9.796313335118342,970
0,6,7,18,8,6,45,2.8738522644228053,9.855064939309447,985
1,5,10,14,10,6,46,2.889460300566252,9.855531229609712,993
1,7,9,13,7,9,46,2.838791026946275,10.429861525577916,1008
0,5,5,12,8,5,35,2.860290130028522,10.706425986656425,1037
2,6,5,12,7,9,41,2.811541262126331,11.045619402947843,1055
9,10,5,14,23,7,68,3.0103024442290685,10.88730716570374,1072
16,11,5,11,24,8,75,3.1011191660968156,10.391151430156343,1077
20,19,5,4,27,8,83,3.2210925791250453,10.27756131714776,1100
16,24,6,4,22,7,79,3.212120244251019,10.519407342702822,1114
11,15,13,17,14,8,78,3.224748873496763,10.836488951621524,1119
15,6,8,21,22,15,87,3.48668997146518,9.978200533677075,1132
14,8,10,18,30,18,98,3.5276387751001366,10.009199555914424,1163
10,6,7,10,22,11,66,3.2541904526887633,10.627522517534858,1166
11,8,10,4,13,13,59,2.996582053521492,11.00116716439178,1174
24,9,11,15,15,11,85,2.6840420469601303,10.93083481767063,1152
32,6,10,19,6,11,84,2.7205332246508735,10.803359762057719,1129
17,5,15,13,7,5,62,2.271963343850619,11.853578385593766,1111
5,3,11,6,6,6,37,2.079436124296831,12.484915124888296,1124
5,2,9,18,7,7,48,2.0946830321350176,12.60305855601177,1135
4,1,5,20,8,8,46,2.0855705072061075,12.766893773364906,1137
7,2,3,22,9,7,50,1.9791104535799604,13.200432646435829,1155
9,2,0,4,5,0,20,1.7700610148793365,13.848468775958032,1177
7,19,10,11,4,0,51,2.0497750606172187,13.307795253781451,1198
2,23,10,14,5,3,57,2.2896555278072444,13.010731163911924,1220
12,21,3,13,4,5,58,2.228809905625956,13.292677156794028,1221
6,18,1,9,5,9,48,2.1869942864226233,13.313926260240946,1236
6,5,6,1,7,11,36,2.051577839148938,14.190652569467332,1259
6,1,5,2,8,9,31,1.8965709005964324,14.413584350872393,1264
8,2,6,5,8,9,38,1.832632866656113,14.957392324311378,1296
6,3,5,12,4,10,40,1.817767396812808,14.660971015301474,1302
3,9,5,10,7,9,43,2.0425140904766406,14.506639552394391,1332
2,2,5,8,6,10,33,2.0205162090398723,14.944346070925839,1354
4,3,5,3,15,8,38,1.8990382220560944,15.164621225197378,1349
1,19,6,8,18,1,53,1.9057636050667912,14.741117957996929,1332
0,22,5,12,6,0,45,2.035075818657828,14.704120446448396,1335
1,21,12,4,0,8,46,2.0320680370196382,14.151851264142111,1331
10,27,7,1,21,10,76,2.217142955226415,14.004544414446482,1322
4,9,9,2,25,8,57,2.3034393260851243,13.826924166422524,1329
14,10,9,16,24,7,80,2.2135419984441618,14.092487301240931,1323
15,7,9,21,17,5,74,2.3430114604351346,14.069400498266871,1335
13,9,6,21,25,6,80,2.468390435503955,13.825608412429197,1337
